event_date,section,row,seat,ticket_price,purchase_channel,acct_id,num_tickets,total_spend,section_capacity,venue_id,market,venue
2025-01-08,Suite,16,12,75,Box Office,ACCT23422,5,375,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,19,7,120,Box Office,ACCT23423,2,240,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,15,11,90,Box Office,ACCT23424,6,540,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,1,13,120,Group Sales,ACCT23425,1,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,6,50,Group Sales,ACCT23426,3,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,15,10,120,Box Office,ACCT23427,1,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,19,16,25,Season Ticket,ACCT23428,5,125,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,4,8,90,Season Ticket,ACCT23429,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,21,1,60,Box Office,ACCT23430,2,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,24,15,60,Group Sales,ACCT23431,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,27,17,25,Mobile App,ACCT23432,6,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,10,10,120,Group Sales,ACCT23433,2,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,9,13,60,Box Office,ACCT23434,5,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,20,75,Group Sales,ACCT23435,5,375,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,4,13,25,Mobile App,ACCT23436,5,125,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,16,120,Group Sales,ACCT23437,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,20,12,90,Season Ticket,ACCT23438,2,180,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,7,20,60,Mobile App,ACCT23439,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,15,2,120,Season Ticket,ACCT23440,1,120,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,11,5,25,Group Sales,ACCT23441,1,25,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,1,10,60,Group Sales,ACCT23442,5,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,13,3,150,Mobile App,ACCT23443,5,750,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,15,14,90,Group Sales,ACCT23444,2,180,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,13,18,75,Group Sales,ACCT23445,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,14,17,35,Mobile App,ACCT23446,6,210,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,19,15,90,Group Sales,ACCT23447,5,450,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,20,14,50,Season Ticket,ACCT23448,2,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,5,15,60,Box Office,ACCT23449,2,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,29,15,120,Group Sales,ACCT23450,1,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,2,11,75,Group Sales,ACCT23451,4,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,29,5,60,Group Sales,ACCT23452,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,24,10,75,Mobile App,ACCT23453,1,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,9,18,60,Online,ACCT23454,3,180,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,7,11,90,Mobile App,ACCT23455,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,24,5,75,Season Ticket,ACCT23456,4,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,20,6,90,Mobile App,ACCT23457,1,90,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,7,10,75,Box Office,ACCT23458,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,18,14,150,Season Ticket,ACCT23459,2,300,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,29,6,90,Mobile App,ACCT23460,6,540,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,27,20,150,Online,ACCT23461,4,600,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,24,10,35,Online,ACCT23462,5,175,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,23,2,60,Box Office,ACCT23463,5,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,2,60,Season Ticket,ACCT23464,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,9,5,75,Season Ticket,ACCT23465,1,75,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,30,12,25,Group Sales,ACCT23466,5,125,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,26,6,35,Season Ticket,ACCT23467,4,140,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,9,9,120,Season Ticket,ACCT23468,5,600,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,15,2,90,Mobile App,ACCT23469,6,540,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,12,14,60,Mobile App,ACCT23470,3,180,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,25,20,25,Box Office,ACCT23471,4,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,19,12,150,Season Ticket,ACCT23472,6,900,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,14,8,50,Season Ticket,ACCT23473,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,1,6,35,Mobile App,ACCT23474,4,140,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,28,3,35,Mobile App,ACCT23475,3,105,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,2,13,35,Online,ACCT23476,1,35,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,30,9,25,Box Office,ACCT23477,1,25,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,23,16,150,Group Sales,ACCT23478,2,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,25,19,150,Box Office,ACCT23479,1,150,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,24,17,75,Online,ACCT23480,5,375,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,17,25,Season Ticket,ACCT23481,1,25,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,3,90,Box Office,ACCT23482,6,540,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,15,7,75,Box Office,ACCT23483,1,75,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,17,10,50,Online,ACCT23484,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,23,7,25,Season Ticket,ACCT23485,4,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,5,3,50,Box Office,ACCT23486,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,29,14,25,Online,ACCT23487,4,100,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,5,8,60,Online,ACCT23488,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,29,18,60,Season Ticket,ACCT23489,4,240,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,20,19,90,Online,ACCT23490,6,540,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,10,120,Online,ACCT23491,1,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,5,75,Online,ACCT23492,6,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,20,3,60,Group Sales,ACCT23493,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,14,90,Group Sales,ACCT23494,3,270,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,11,90,Group Sales,ACCT23495,5,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,11,3,35,Online,ACCT23496,1,35,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,8,10,35,Group Sales,ACCT23497,3,105,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,23,12,75,Group Sales,ACCT23498,2,150,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,9,75,Box Office,ACCT23499,2,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,5,19,25,Group Sales,ACCT23500,6,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,5,2,25,Group Sales,ACCT23501,1,25,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,4,10,60,Online,ACCT23502,5,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,19,16,90,Mobile App,ACCT23503,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,22,7,60,Season Ticket,ACCT23504,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,26,10,50,Group Sales,ACCT23505,4,200,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,7,25,Box Office,ACCT23506,3,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,27,12,50,Group Sales,ACCT23507,5,250,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,26,4,25,Box Office,ACCT23508,2,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,18,17,50,Box Office,ACCT23509,2,100,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,28,20,120,Season Ticket,ACCT23510,1,120,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,30,11,50,Online,ACCT23511,4,200,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,25,5,25,Mobile App,ACCT23512,6,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,21,12,150,Season Ticket,ACCT23513,3,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,17,7,50,Season Ticket,ACCT23514,6,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,20,9,35,Online,ACCT23515,6,210,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,2,8,25,Group Sales,ACCT23516,3,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,21,16,25,Box Office,ACCT23517,4,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,22,5,150,Online,ACCT23518,2,300,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,2,19,50,Mobile App,ACCT23519,3,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,17,8,25,Group Sales,ACCT23520,4,100,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,3,15,35,Season Ticket,ACCT23521,2,70,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,10,14,120,Group Sales,ACCT23522,5,600,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,9,10,60,Group Sales,ACCT23523,1,60,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,10,8,120,Season Ticket,ACCT23524,6,720,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,11,12,120,Season Ticket,ACCT23525,2,240,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,27,20,120,Season Ticket,ACCT23526,3,360,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,8,11,90,Season Ticket,ACCT23527,5,450,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,12,18,60,Mobile App,ACCT23528,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,9,12,75,Season Ticket,ACCT23529,1,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,15,9,25,Mobile App,ACCT23530,6,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,7,7,50,Mobile App,ACCT23531,3,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,12,7,50,Group Sales,ACCT23532,2,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,16,12,50,Group Sales,ACCT23533,6,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,28,8,75,Season Ticket,ACCT23534,3,225,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,22,1,150,Box Office,ACCT23535,1,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,19,10,90,Mobile App,ACCT23536,1,90,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,19,17,90,Group Sales,ACCT23537,3,270,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,22,20,90,Mobile App,ACCT23538,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,27,8,60,Group Sales,ACCT23539,5,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,19,16,120,Mobile App,ACCT23540,2,240,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,5,16,35,Online,ACCT23541,6,210,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,10,12,90,Box Office,ACCT23542,3,270,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,30,15,120,Season Ticket,ACCT23543,5,600,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,8,18,60,Group Sales,ACCT23544,2,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,2,10,25,Mobile App,ACCT23545,1,25,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,28,5,35,Box Office,ACCT23546,6,210,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,23,3,35,Mobile App,ACCT23547,3,105,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,8,11,120,Season Ticket,ACCT23548,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,5,4,75,Group Sales,ACCT23549,4,300,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,18,17,35,Group Sales,ACCT23550,4,140,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,24,3,75,Season Ticket,ACCT23551,6,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,14,14,90,Group Sales,ACCT23552,1,90,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,15,20,60,Mobile App,ACCT23553,4,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,2,2,150,Group Sales,ACCT23554,4,600,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,25,7,60,Box Office,ACCT23555,5,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,22,14,35,Group Sales,ACCT23556,6,210,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,18,1,150,Box Office,ACCT23557,5,750,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,20,3,120,Mobile App,ACCT23558,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,5,6,75,Group Sales,ACCT23559,6,450,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,18,15,120,Online,ACCT23560,6,720,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,7,3,50,Season Ticket,ACCT23561,1,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,29,11,150,Season Ticket,ACCT23562,2,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,22,3,90,Season Ticket,ACCT23563,5,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,27,13,60,Mobile App,ACCT23564,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,27,13,120,Season Ticket,ACCT23565,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,7,3,75,Online,ACCT23566,4,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,25,8,60,Season Ticket,ACCT23567,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,28,9,25,Season Ticket,ACCT23568,2,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,11,20,60,Online,ACCT23569,2,120,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,1,5,35,Group Sales,ACCT23570,3,105,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,2,75,Season Ticket,ACCT23571,3,225,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,16,1,120,Season Ticket,ACCT23572,5,600,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,23,18,50,Season Ticket,ACCT23573,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,23,15,150,Season Ticket,ACCT23574,2,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,1,60,Season Ticket,ACCT23575,5,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,9,7,150,Group Sales,ACCT23576,5,750,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,28,16,50,Mobile App,ACCT23577,3,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,11,3,60,Season Ticket,ACCT23578,2,120,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,23,19,25,Box Office,ACCT23579,4,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,5,16,50,Mobile App,ACCT23580,6,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,1,12,120,Online,ACCT23581,5,600,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,11,150,Mobile App,ACCT23582,5,750,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,29,3,120,Box Office,ACCT23583,4,480,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,21,1,50,Group Sales,ACCT23584,1,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,22,20,75,Online,ACCT23585,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,7,90,Mobile App,ACCT23586,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,24,12,120,Online,ACCT23587,3,360,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,24,10,120,Mobile App,ACCT23588,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,17,15,25,Group Sales,ACCT23589,6,150,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,20,4,75,Mobile App,ACCT23590,6,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,10,14,90,Season Ticket,ACCT23591,2,180,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,26,19,60,Season Ticket,ACCT23592,4,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,27,2,150,Box Office,ACCT23593,5,750,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,5,16,60,Group Sales,ACCT23594,4,240,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,8,17,75,Online,ACCT23595,2,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,18,14,75,Online,ACCT23596,3,225,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,29,2,25,Online,ACCT23597,2,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,13,19,75,Online,ACCT23598,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,30,7,150,Box Office,ACCT23599,4,600,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,7,2,35,Box Office,ACCT23600,1,35,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,30,19,75,Box Office,ACCT23601,6,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,9,11,120,Season Ticket,ACCT23602,4,480,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,30,15,150,Group Sales,ACCT23603,5,750,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,19,7,50,Mobile App,ACCT23604,3,150,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,13,14,120,Mobile App,ACCT23605,3,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,11,7,150,Box Office,ACCT23606,3,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,15,15,35,Online,ACCT23607,3,105,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,27,7,90,Group Sales,ACCT23608,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,19,7,50,Group Sales,ACCT23609,5,250,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,28,3,150,Season Ticket,ACCT23610,2,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,2,3,150,Online,ACCT23611,4,600,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,17,7,90,Box Office,ACCT23612,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,19,2,75,Mobile App,ACCT23613,5,375,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,28,11,60,Group Sales,ACCT23614,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,14,16,25,Box Office,ACCT23615,4,100,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,2,8,90,Mobile App,ACCT23616,5,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,12,2,120,Group Sales,ACCT23617,2,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,12,4,90,Box Office,ACCT23618,3,270,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,27,20,35,Online,ACCT23619,6,210,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,6,7,60,Box Office,ACCT23620,6,360,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,10,11,90,Box Office,ACCT23621,4,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,22,18,120,Season Ticket,ACCT23622,2,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,14,9,75,Online,ACCT23623,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,2,20,75,Group Sales,ACCT23624,1,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,5,15,50,Mobile App,ACCT23625,4,200,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,6,16,50,Online,ACCT23626,6,300,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,29,6,60,Online,ACCT23627,1,60,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,23,4,75,Online,ACCT23628,4,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,25,5,35,Mobile App,ACCT23629,4,140,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,5,5,60,Online,ACCT23630,6,360,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,21,19,35,Online,ACCT23631,6,210,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,9,5,75,Mobile App,ACCT23632,1,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,20,4,150,Box Office,ACCT23633,1,150,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,18,11,150,Group Sales,ACCT23634,5,750,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,14,8,35,Group Sales,ACCT23635,1,35,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,28,3,50,Season Ticket,ACCT23636,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,11,8,60,Group Sales,ACCT23637,1,60,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,12,6,25,Season Ticket,ACCT23638,2,50,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,8,7,150,Mobile App,ACCT23639,3,450,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,1,8,50,Group Sales,ACCT23640,6,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,5,12,75,Season Ticket,ACCT23641,5,375,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Standing Room,7,15,35,Season Ticket,ACCT23642,2,70,407,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,22,3,90,Online,ACCT23643,3,270,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,13,2,150,Mobile App,ACCT23644,5,750,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,1,18,50,Online,ACCT23645,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,11,9,120,Group Sales,ACCT23646,1,120,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,17,13,50,Mobile App,ACCT23647,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,18,19,60,Online,ACCT23648,3,180,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,7,13,35,Mobile App,ACCT23649,5,175,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,2,20,150,Mobile App,ACCT23650,5,750,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,25,11,90,Mobile App,ACCT23651,6,540,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,6,14,120,Online,ACCT23652,2,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,13,9,150,Season Ticket,ACCT23653,2,300,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Club,21,3,60,Box Office,ACCT23654,4,240,1223,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,9,9,25,Online,ACCT23655,3,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,4,2,50,Group Sales,ACCT23656,5,250,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Upper Bowl,27,12,75,Online,ACCT23657,1,75,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,23,9,25,Box Office,ACCT23658,1,25,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Suite,4,10,50,Season Ticket,ACCT23659,4,200,815,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,21,2,150,Box Office,ACCT23660,2,300,2855,NYC_01,New York,PWHL New York Arena
2025-01-08,Lower Bowl,12,6,25,Group Sales,ACCT23661,6,150,2855,NYC_01,New York,PWHL New York Arena
